company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Lavish Interiors,https://www.yellowpages.com/pompano-beach-fl/mip/lavish-interiors-567139112,(954) 789-2720,https://bocalavish.com,"1634 E Atlantic Blvd, Pompano Beach, FL 33060",YellowPages,office@lavishinteriorsinfo.com,"Pompano Beach, FL",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Caroni Interiors Inc,https://www.yellowpages.com/pompano-beach-fl/mip/caroni-interiors-inc-505292797,(954) 835-5391,http://pavaniinteriors.com,"1631 S Dixie Hwy, Pompano Beach, FL 33060",YellowPages,"contact@pavaniinteriors.com, info@indiantypefoundry.com, filler@godaddy.com","Pompano Beach, FL",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Wasatch Shutter Design,https://www.yellowpages.com/west-jordan-ut/mip/wasatch-shutter-design-577162809,(801) 466-6668,https://wasatchshutter.com,"1435 W 8040 S, West Jordan, UT 84088",YellowPages,info@wasatchshutter.com,"West Jordan, UT",Interior Designers,1.0,M:3/T:2,Modern/Abstract
Monique Jacqueline Design,https://www.yellowpages.com/holladay-ut/mip/monique-jacqueline-design-566947483,(801) 680-6697,https://moniquejacquelinedesign.com,"3115 Lion Ln Ste 160, Holladay, UT 84121",YellowPages,moniqueflesher@gmail.com,"West Jordan, UT",Interior Designers,1.0,M:1/T:0,Modern/Abstract
ID&A Evansville,https://www.yellowpages.com/evansville-in/mip/id-a-evansville-459232947,(812) 422-7811,https://www.id-a.com/contact/service-warranty,"Evansville, IN 47711",YellowPages,"info-louisville@id-a.com, hello@mightyinthemidwest.com","Evansville, IN",Interior Designers,1.0,M:1/T:0,Modern/Abstract
360 Globalfran,https://www.yellowpages.com/carlsbad-ca/mip/360-globalfran-463383207,(760) 994-0137,https://360globalfran.com,"3095 State St, Carlsbad, CA 92008",YellowPages,info@360globalfran.com,"Carlsbad, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
ZIZ Custom Design LLC,https://www.yellowpages.com/carlsbad-ca/mip/ziz-custom-design-llc-578150337,(818) 823-1225,https://www.zizdisign.com,"1902 Wright Pl, Carlsbad, CA 92008",YellowPages,zizcustdesign@gmail.com,"Carlsbad, CA",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Virginia Low Interiors,https://www.yellowpages.com/tyler-tx/mip/virginia-low-interiors-551448689,(903) 533-1099,https://www.theperfectpeony.com/about,"6011 S Broadway Ave, Tyler, TX 75703",YellowPages,sales@theperfectpeony.com,"Tyler, TX",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Causa Design Group,https://www.yellowpages.com/davie-fl/mip/causa-design-group-465289251,(954) 652-1714,http://www.causadesigngroup.com,"4780 SW 64th Ave Ste 102, Davie, FL 33314",YellowPages,admin@causadesigngroup.com,"Davie, FL",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Velvet Spur Studio LLC,https://www.yellowpages.com/nationwide/mip/velvet-spur-studio-llc-579696242?lid=1002194607616,(832) 434-3898,https://www.velvetspurstudio.com,Serving theSugar Land Area,YellowPages,"velvetspurstudio@gmail.com, your@email.com","Sugar Land, TX",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Picture Perfect Settings,https://www.yellowpages.com/sugar-land-tx/mip/picture-perfect-settings-29893685,(281) 980-2618,http://ppwindowcleaning.com,"4238 Magnolia Ln, Sugar Land, TX 77478",YellowPages,"ppwindowcleaningllc@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io","Sugar Land, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
"Altman, Antoinette",https://www.yellowpages.com/oxnard-ca/mip/altman-antoinette-527496485,(805) 340-4093,http://www.antoinettedesigns.com,"3600 Harbor Blvd, Oxnard, CA 93035",YellowPages,"lemonad@jovanny.ru, typesetit@att.net","Ventura, CA",Interior Decorators,27.0,M:32/T:5,Modern/Abstract
Tangram Interiors,https://www.yellowpages.com/santa-fe-springs-ca/mip/tangram-interiors-9669581,(562) 365-5000,https://www.tangraminteriors.com,"9200 Sorensen Ave, Santa Fe Springs, CA 90670",YellowPages,"mpeters@tangraminteriors.com, info@tangraminteriors.com, ajones@tangraminteriors.com, nmeter@tangraminteriors.com, kreed@tangraminteriors.com, pbawol@tangraminteriors.com, JLozowski@tangraminteriors.com, mchaput@tangraminteriors.com, sbirdsong@tangraminteriors.com, mzelinger@tangraminteriors.com, lcarmona@tangraminteriors.com, cwiederholt@studioother.com, elockwood@tangraminteriors.com, kchristensen@tangraminteriors.com, slozowski@tangraminteriors.com, gmorales@tangraminteriors.com, psmith@tangraminteriors.com, ngreenko@tangraminteriors.com, kmacintosh@tangraminteriors.com, tkranenburg@tangraminteriors.com, dsharp@tangraminteriors.com, aarmesto@tangraminteriors.com, clau@tangraminteriors.com, jleach@tangraminteriors.com","Downey, CA",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Global Interiors,https://www.yellowpages.com/detroit-mi/mip/global-interiors-464675979,(313) 397-1793,https://www.globalinteriorsusa.com,"15047 W 8 Mile Rd, Detroit, MI 48235",YellowPages,"info@globalinteriorsusa.com, info@global-usa.net","Dearborn, MI",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Versara Creatives,https://www.yellowpages.com/detroit-mi/mip/versara-creatives-580138783,(313) 978-6442,https://www.versaracreatives.com,"228 Riverside Dr, Detroit, MI 48215",YellowPages,"versaracreatives@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io, Versaracreatives@gmail.com","Dearborn, MI",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Brian Conlon Interiors,https://www.yellowpages.com/sandy-springs-ga/mip/brian-conlon-interiors-566374515,(404) 862-8509,https://brianconloninteriors.com,"453 Summer Dr, Sandy Springs, GA 30328",YellowPages,"brian@brianconloninteriors.com, email@example.com, example@mysite.com","Sandy Springs, GA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
J Nelson Inc,https://www.yellowpages.com/atlanta-ga/mip/j-nelson-inc-467355156,(404) 477-2225,http://jnelsoninc.com,"351 Peachtree Hills Ave NE, Atlanta, GA 30305",YellowPages,"john@jnelsoninc.com, frank@jnelsoninc.com, Merchandisingfrank@jnelsoninc.com, Presidentjohn@jnelsoninc.com","Sandy Springs, GA",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Lori Jill Designs,https://www.yellowpages.com/boca-raton-fl/mip/lori-jill-designs-549307603?lid=1002014325107,(561) 752-1072,http://www.lorijilldesigns.com,"5501 N Federal Hwy Ste 1, Boca Raton, FL 33487",YellowPages,"suzette.ljdesigns@gmail.com, diann.ljdesigns@gmail.com, lorijilldesigns@yahoo.com","Boca Raton, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Integrative Designs,https://www.yellowpages.com/boca-raton-fl/mip/integrative-designs-3344073,(561) 391-7077,http://www.designsbyidi.com,"1719 Avenida Del Sol, Boca Raton, FL 33432",YellowPages,info@designsbyidi.com,"Boca Raton, FL",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Grand Interiors International,https://www.yellowpages.com/boca-raton-fl/mip/grand-interiors-international-506257796,(561) 409-4945,http://grandinteriorsinternational.com,"304 S Federal Hwy Ste 96, Boca Raton, FL 33432",YellowPages,"info@grandinteriorsintl.com, 8c4075d5481d476e945486754f783364@sentry.io","Boca Raton, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
D & B Interiors Inc,https://www.yellowpages.com/boca-raton-fl/mip/d-b-interiors-inc-3907344,(561) 997-5733,http://www.dandbinteriors.com/about-us,"930 Clint Moore Rd, Boca Raton, FL 33487",YellowPages,info@dandbinteriors.com,"Boca Raton, FL",Interior Decorators,1.0,M:2/T:1,Modern/Abstract
Within,https://www.yellowpages.com/bettendorf-ia/mip/within-549575775,(563) 359-1655,https://withinbycdi.com,"1729 State St, Bettendorf, IA 52722",YellowPages,filler@godaddy.com,"Davenport, IA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Panache,https://www.yellowpages.com/tampa-fl/mip/panache-2843598,(813) 839-0303,https://inspiredintermedia.com,"2907 W Bay To Bay Blvd, Tampa, FL 33629",YellowPages,"info@inspiredintermedia.com, %20brian@inspiredintermedia.com","Riverview, FL",Interior Decorators,5.0,M:7/T:2,Modern/Abstract
Imaginations Design Studio,https://www.yellowpages.com/clive-ia/mip/imaginations-design-studio-2217958?lid=1002179735504,(515) 561-5191,http://www.imaginationsdesign.net,"9379 Swanson Blvd, Clive, IA 50325",YellowPages,cheri@cbd-interiors.com,"Des Moines, IA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Wild Rose Interiors,https://www.yellowpages.com/des-moines-ia/mip/wild-rose-interiors-558825447,(712) 830-1467,https://www.wildroseinteriors.com,"2624 Beaver Ave, Des Moines, IA 50310",YellowPages,deb@wildroseinteriors.com,"Des Moines, IA",Interior Decorators,6.0,M:7/T:1,Modern/Abstract
RSA Interiors,https://www.yellowpages.com/new-haven-ct/mip/rsa-interiors-462192561,(203) 776-7369,http://rsainteriors.com,"245 Bradley St, New Haven, CT 06510",YellowPages,remyamadeo@yahoo.com,"New Haven, CT",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Ring's End,https://www.yellowpages.com/orange-ct/mip/rings-end-561055679,(203) 931-0072,https://www.ringsend.com,"131 Boston Post Rd, Orange, CT 06477",YellowPages,websales@ringsend.com,"New Haven, CT",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Interior Concepts,https://www.yellowpages.com/pasadena-ca/mip/interior-concepts-16221110,(800) 678-5550,https://interiorconcepts.com,"646 E Colorado Blvd, Pasadena, CA 91101",YellowPages,"gageh@interiorconcepts.com, erichardson@interiorconcepts.com, sferguson@interiorconcepts.com, jott@interiorconcepts.com, kmiller@interiorconcepts.com","Pasadena, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Hermosa Group Inc,https://www.yellowpages.com/pasadena-ca/mip/hermosa-group-inc-575966580,(951) 544-4543,https://dellannocalifornia.com,"646 E Colorado Blvd, Pasadena, CA 91101",YellowPages,info@dellannocalifornia.com,"Pasadena, CA",Interior Designers,16.0,M:16/T:0,Modern/Abstract
BloominDales Floral Design,https://www.yellowpages.com/abilene-tx/mip/bloomindales-floral-design-22000471,(325) 692-1470,http://www.bloomindalesfloral.com,"2602B Barrow St, Abilene, TX 79605",YellowPages,"flowers@bloomindalesfloral.com, sales@bloomindalesfloral.com, bellmssrb72@aol.com","Abilene, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Elza B. Design,https://www.yellowpages.com/concord-ma/mip/elza-b-design-546140600,(781) 859-7817,https://www.elzabdesign.com,"300 Baker Ave Ste 300, Concord, MA 01742",YellowPages,bhirsch@elzabdesign.com,"Lowell, MA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Pace Howe Design,https://www.yellowpages.com/lansing-mi/mip/pace-howe-design-3505608,(517) 371-7041,http://www.pacehowedesign.com,"120 E Cesar E Chavez Ave, Lansing, MI 48906",YellowPages,phd@pacehowedesign.com,"Lansing, MI",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Eclectic Solutions,https://www.yellowpages.com/holt-mi/mip/eclectic-solutions-481152788,(517) 749-8309,http://www.designsbyes.com,"1560 Archwood Dr, Holt, MI 48842",YellowPages,patti@designsbyes.com,"Lansing, MI",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Nbs,https://www.yellowpages.com/lansing-mi/mip/nbs-495859744,(248) 823-5400,http://www.yournbs.com,"3201 Pinetree Rd, Lansing, MI 48911",YellowPages,hr@yournbs.com,"Lansing, MI",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
House 2 Home Interiors,https://www.yellowpages.com/arroyo-grande-ca/mip/house-2-home-interiors-6430569?lid=1001554376080,(805) 489-5233,http://www.house2homeinteriors.org,"174 Station Way, Arroyo Grande, CA 93420",YellowPages,"amybrown2006@gmail.com, amybrown_15@msn.com","Santa Maria, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Kanika Design,https://www.yellowpages.com/san-mateo-ca/mip/kanika-design-468290725,(415) 894-2631,https://www.kanikadesign.com,"346 Landfair Ave, San Mateo, CA 94403",YellowPages,"info@kanikadesign.com, hello@kanikadesign.com, press@kanikadesign.com","San Mateo, CA",Interior Designers,18.0,M:26/T:8,Modern/Abstract
Monica Stubblefield Interior Staging & Design,https://www.yellowpages.com/san-carlos-ca/mip/monica-stubblefield-interior-staging-design-577509034,(650) 619-8077,https://www.marissadesigns.com,"1068 American St, San Carlos, CA 94070",YellowPages,"Monicastubblefield@gmail.com, info@mysite.com, mmarissadesigns@aol.com","San Mateo, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Nantucket Home Inc,https://www.yellowpages.com/chico-ca/mip/nantucket-home-inc-8952763,(530) 895-1038,http://www.nantuckethomeinc.com,"603 Broadway St, Chico, CA 95928",YellowPages,hello@nantuckethomeinc.com,"Chico, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Toby Zack Designs,https://www.yellowpages.com/plantation-fl/mip/toby-zack-designs-542536578,(954) 530-7976,https://www.tobyzackdesigns.com,"5940 SW 19th St, Plantation, FL 33317",YellowPages,info@tobyzackdesigns.com,"Plantation, FL",Interior Designers,1.0,M:1/T:0,Modern/Abstract
The Nordic Design Company,https://www.yellowpages.com/fort-lauderdale-fl/mip/the-nordic-design-company-571479238,(954) 873-0680,https://thenordicdesigncompany.com,"3323 W Commercial Blvd, Fort Lauderdale, FL 33309",YellowPages,"theoffice@thenordicdesigncompany.com, %20theoffice@thenordicdesigncompany.com","Plantation, FL",Interior Designers,3.0,M:3/T:0,Modern/Abstract
S & K Interiors,https://www.yellowpages.com/saint-louis-mo/mip/s-k-interiors-507755383,(314) 277-7842,http://sk-interiordesigns.com,"232 N Kingshighway Blvd, Saint Louis, MO 63108",YellowPages,mccain.katie2020@gmail.com,"St. Louis, MO",Interior Designers,5.0,M:7/T:2,Modern/Abstract
Yours By Design,https://www.yellowpages.com/saint-louis-mo/mip/yours-by-design-578760796,(314) 283-1760,https://www.yoursbydesign.net,"11622 Page Service Dr, Saint Louis, MO 63146",YellowPages,cj@yoursbydesign.net,"St. Louis, MO",Interior Designers,1.0,M:1/T:0,Modern/Abstract
"Pauley, Pat",https://www.yellowpages.com/carmel-in/mip/pauley-pat-452630950,(317) 844-0117,http://patpauly.com,"10 Harrowgate Dr, Carmel, IN 46033",YellowPages,"patpaulyart@gmail.com, user@domain.com","Carmel, IN",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Heather Allen Design Group,https://www.yellowpages.com/las-vegas-nv/mip/heather-allen-design-group-542795487,(702) 547-1616,https://www.heatherallendesigngroup.com,"5275 Arville St, Las Vegas, NV 89118",YellowPages,"sales@heatherallenconcepts.com, sales@hadesigngroup.com","Enterprise, NV",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Evoke Interior Designs,https://www.yellowpages.com/granite-bay-ca/mip/evoke-interior-designs-579584313?lid=1002194431438,(916) 510-6603,https://www.evokeinteriordesigns.com,"4208 Douglas Boulevard, Suite 300, Granite Bay, CA 95746",YellowPages,"joey@evokeinteriordesigns.com, your@email.com","Citrus Heights, CA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Idp-Interior Design Productions,https://www.yellowpages.com/trenton-nj/mip/idp-interior-design-productions-26909044,(609) 510-6028,https://idpdesigns.com/about-us,"1759 W Mcgalliard Ave, Trenton, NJ 08610",YellowPages,idp_designs@yahoo.com,"Trenton, NJ",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Balestri Architects - Princeton,https://www.yellowpages.com/princeton-nj/mip/balestri-architects-princeton-495982979,(917) 686-8355,http://www.balestriarch.com,"910 Stuart Rd, Princeton, NJ 08540",YellowPages,info@balestriarch.com,"Trenton, NJ",Interior Decorators,15.0,M:15/T:0,Modern/Abstract
Interior Motives Design,https://www.yellowpages.com/metairie-la/mip/interior-motives-design-11130073,(504) 889-9677,http://interiormotivesdesignnola.com,"4728 Trenton St, Metairie, LA 70006",YellowPages,interiorm@aol.com,"Metairie, LA",Interior Designers,10.0,M:13/T:3,Modern/Abstract
Smart Interiors,https://www.yellowpages.com/spring-hill-fl/mip/smart-interiors-11592653,(352) 688-8412,http://www.smartinteriorsfurn.com,"5141 Mariner Blvd, Spring Hill, FL 34609",YellowPages,nora@norakramerdesigns.com,"Spring Hill, FL",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Vetere Designs,https://www.yellowpages.com/whitesboro-ny/mip/vetere-designs-459242754,(315) 736-0125,http://veteredesigns.com,"129 Main St, Whitesboro, NY 13492",YellowPages,dick@veteredesigns.com,"Utica, NY",Interior Designers,1.0,M:1/T:0,Modern/Abstract
SOIA Design: Interior Designer Los Angeles,,,https://www.soiadesign.com/,,Google,"info@soiadesign.com, 8c4075d5481d476e945486754f783364@sentry.io, example@mysite.com, email@example.com","Los Angeles, CA","Interior Designers in Los Angeles, CA",6.0,M:6/T:0,Modern/Abstract
Interior Designers Serving Chicago and Beyond | Interior ...,,,https://www.kucharstudio.com/,,Google,"info@kucharstudio.com, 8c4075d5481d476e945486754f783364@sentry.io","Chicago, IL","Interior Designers in Chicago, IL",1.0,M:1/T:0,Modern/Abstract
Bilal Rehman: Commercial & Residential Interior Designer in ...,,,https://bilalrehmanstudio.com/,,Google,"CONCIERGE@BILALREHMANSTUDIO.COM, concierge@bilalrehmanstudio.com","Houston, TX","Interior Designers in Houston, TX",1.0,M:1/T:0,Modern/Abstract
Marker Girl | Houston Interior Design | Family-Friendly,,,https://markergirl.com/,,Google,info@markergirl.com,"Houston, TX","Interior Designers in Houston, TX",1.0,M:1/T:0,Modern/Abstract
Laura U Design Collective: Home,,,https://laurau.com/,,Google,"press@laurau.com, info@laurau.com, inquiry@laurau.com","Houston, TX","Interior Designers in Houston, TX",8.0,M:8/T:0,Modern/Abstract
"Phoenix, Arizona - Mackenzie Collier Interiors",,,https://www.mackenziecollierinteriors.com/,,Google,"studio@mackenziecollierinteriors.com, heythere@mackenziecollierinteriors.com, user@domain.com, mackenzie.collier@gmail.com, press@mackenziecollierinteriors.com","Phoenix, AZ","Interior Designers in Phoenix, AZ",2.0,M:2/T:0,Modern/Abstract
What is the 70/30 rule in interior design? - Group 3 Designs,,,"https://www.group3designs.com/2025/05/what-is-the-70-30-rule-in-interior-design/#:~:text=The%2070%2F30%20rule%20suggests,the%20space%20from%20feeling%20monotonous.",,Google,info@group3designs.net,"Phoenix, AZ","Interior Designers in Phoenix, AZ",3.0,M:3/T:0,Modern/Abstract
Living With Lolo: Interior Designer in Scottsdale AZ,,,https://livingwithlolo.com/,,Google,info@livingwithlolo.com,"Phoenix, AZ","Interior Designers in Phoenix, AZ",17.0,M:19/T:2,Modern/Abstract
Far Studio: Interior Design,,,https://www.farstudio.com/,,Google,"HELLO@FARSTUDIO.COM, user@domain.com, hello@farstudio.com","Philadelphia, PA","Interior Designers in Philadelphia, PA",6.0,M:6/T:0,Modern/Abstract
"Sharp & Grey Interiors: Interior Designer Philadelphia, PA",,,https://www.sharpandgrey.com/,,Google,"HELLO@SHARPANDGREY.COM, user@domain.com, sharpandgrey@gmail.com, hello@sharpandgrey.com","Philadelphia, PA","Interior Designers in Philadelphia, PA",1.0,M:1/T:0,Modern/Abstract
Alison Giese Interiors | Timeless Interior Design,,,https://www.alisongieseinteriors.com/,,Google,"hello@alisongieseinteriors.com, user@domain.com","San Antonio, TX","Interior Designers in San Antonio, TX",1.0,M:1/T:0,Modern/Abstract
